rank,address,balance_raw,balance_formatted,percentage_of_supply
236,0x13fbc071fab071bb1265a9a323f16abc9b64895e,115118329225689413025254081745,115118329225.689407348632812500,0.011512
237,0x399fd0801d664119ef7583e997add469566b3a98,115052840070473664149996941422,115052840070.473663330078125000,0.011505
238,0xa31f0f389d4ffd815028fe3df6f6501e4124304e,115050971779241662505302938540,115050971779.241668701171875000,0.011505
239,0xfd41f6aaa9d01db3bf45283764334a61312b9ff9,114352057280527095642921337075,114352057280.527099609375000000,0.011435
240,0x62cc65c285159d7d685d778c037b7b70d78e5494,114086294004062688321032928794,114086294004.062683105468750000,0.011409
241,0xea6e35bb5768b8f5f1c2f715fe97a6feb97719bd,113908981046933436608523501175,113908981046.933441162109375000,0.011391
242,0xffd20f5d455ee0f5b313d4a67613e754567f987b,113480832661033668919735071426,113480832661.033676147460937500,0.011348
243,0xeecb593d2aafa285a4a4d7f69645bd359ed31206,113086553004099139959697320883,113086553004.099136352539062500,0.011309
244,0x86629aa9d08d83693a40545ef3217ca979f7a20a,112959689299663574311588541443,112959689299.663574218750000000,0.011296
245,0x8cbee90c763041d41b5443f1b16b6d88ffbeaedf,112209809323000000000000000000,112209809323.000000000000000000,0.011221
246,0xaaa5ae6f0aae3d687e6d36b53a35d41ff3b222e1,112165769450525131376982749440,112165769450.525131225585937500,0.011217
247,0xf25e989a760669b0a3ff69fcf1d128c2e52225b8,111718479472003879706490838203,111718479472.003875732421875000,0.011172
248,0x4f659a9f18dd8dddd504ffa19f27cc250af04d0b,111114063225645937774048595443,111114063225.645935058593750000,0.011111
249,0xb8ab25b121b581431d5c106d2ecb99381462ee82,110489981607879209356632765954,110489981607.879211425781250000,0.011049
250,0x544faa3777c778decf8e087e7ae85982d1545d45,110453168511423120930000000000,110453168511.423126220703125000,0.011045
251,0xbe02ab5b006bc2612608fbf023740c4d190233dd,109228065135389641767945368711,109228065135.389648437500000000,0.010923
252,0x73bbc753765a27f71ac0fb1d1ed7aecbafb316f3,108509771924055636410404328479,108509771924.055633544921875000,0.010851
253,0x0977c8334bdbd9109eb7808f761edde9f067a02f,108000000000000000000000000000,108000000000.000000000000000000,0.010800
254,0xfe68a6bd941caf38726b14e83c618dfe9796a237,107616500527421519293733251885,107616500527.421524047851562500,0.010762
255,0x4e1232a9b93624090144cfe3b41129221c94ca35,106275668813000000000000000000,106275668813.000000000000000000,0.010628
256,0x0bba0f069c922788fa19688ac9f63f42902670b8,105827017896633982515155332533,105827017896.633987426757812500,0.010583
257,0xa5b0ee5677da9cccfe3fee3ab7a69376cc1af42c,105574221736000000000000000000,105574221736.000000000000000000,0.010557
258,0x493210103ace77acd645dfb0c616d20cab83e947,105281748465000000000000000000,105281748465.000000000000000000,0.010528
259,0x8303834a3f84fbfafee76b2649f9e173269a80a9,104842992677423670434316249983,104842992677.423675537109375000,0.010484
260,0x588e788824ae299c108be4b7fe9cb189ac4de5e1,103963903035648952653623232206,103963903035.648956298828125000,0.010396
261,0x2e813c3309e574aabfd4cbf199190966ef1cbf9b,103530400797695059579797537852,103530400797.695053100585937500,0.010353
262,0x42218cc88ffdd7c29c7a5c2eefd764747dc057d5,103270561637640331567533342399,103270561637.640335083007812500,0.010327
263,0x75192bee4fc8356ecf85e15f646085b0b0e5dfff,103095845190353787709210620846,103095845190.353790283203125000,0.010310
264,0xecf3d369951ef8abb527bcc8cf080d293c67cb34,103065832150225143412034179361,103065832150.225143432617187500,0.010307
265,0x7e0ceabde6fa9e9eadc0709e37535071ef730bed,102316299013495185717907370068,102316299013.495178222656250000,0.010232
266,0x5d7894342d1c08096dbaac25fbccb3a73edbf466,102138894763891738325050348271,102138894763.891738891601562500,0.010214
267,0x2cf9bcf8ff0d0d98e0bf3490c0f84fbd4715c3bc,101305230913870584704722438586,101305230913.870590209960937500,0.010131
268,0x219b8c355e5c713bee282f520a6c50f0f8fc096e,101145102200271445519820576654,101145102200.271438598632812500,0.010115
269,0x49d46eda26261634e4c2b1b985dafde9aba7e823,101133612793808705323916223987,101133612793.808700561523437500,0.010113
270,0x924dcdca42e7fcd0258c5a4a2333aa9d86e79ea4,101112628597177598340000000000,101112628597.177597045898437500,0.010111
271,0x0f31fff191197869ec67ae69e5aaaf5e05647598,101000000000979334272557804292,101000000000.979339599609375000,0.010100
272,0x095aaba61f1c794f325ec143e630b750dd3caca1,100921732485491399161705620256,100921732485.491394042968750000,0.010092
273,0x606d297e09fd24d271a9eb91d163e077f9e288c2,100806637345485610585616753137,100806637345.485610961914062500,0.010081
274,0xe2ae095e2d6fd872ba5fd766c1bdec4aba34c1be,100739498413000000000000000000,100739498413.000000000000000000,0.010074
275,0x72d0df0ae2580bd744007bf84dd172f5968db3c6,100611074909000000000000000000,100611074909.000000000000000000,0.010061
276,0x553f342caee1cd22b4b8ef27fad2acc8be7e844b,100552589736000000000000000000,100552589736.000000000000000000,0.010055
277,0x71a875495ac2fc31f1d81f9cce743f7daef1a226,100278607395683665652481451379,100278607395.683670043945312500,0.010028
278,0x279ae33eedf8b8238e94fcc38e984d722ac4014d,100224664569000000000000000000,100224664569.000000000000000000,0.010022
279,0x4f60dc21a22207ba1eb21572759851cb3729b5e1,100209966331000000000000000000,100209966331.000000000000000000,0.010021
280,0xf33ce19518020640523c52026ebcc9c8c4600756,100032620732019195866771255775,100032620732.019195556640625000,0.010003
281,0xb40ac8a5380387662bc8b01cbc6804ef829964df,100000010000000000000000000000,100000010000.000000000000000000,0.010000
282,0x4a4a49b265e42ff75332035c72b89f8862905f23,100000010000000000000000000000,100000010000.000000000000000000,0.010000
283,0xd3a960d33a61482a1a896aa2ca65e164cff06033,100000000000884309167444496867,100000000000.884307861328125000,0.010000
284,0xf32a474c93da3655020d5ee6cc13fa74cc87bf20,100000000000000000000000000000,100000000000.000000000000000000,0.010000
285,0xb0ba350253317921757f6d31f77d49a76923b1d3,100000000000000000000000000000,100000000000.000000000000000000,0.010000
286,0x94a14774ffa8ac3122d2a57c2cc5886dd6288923,100000000000000000000000000000,100000000000.000000000000000000,0.010000
287,0x69dc566cd6e10b45a649b50ff2efc9eba38b9aae,100000000000000000000000000000,100000000000.000000000000000000,0.010000
288,0x57cf1d9bb843b350a68d858879abc8c29342456a,100000000000000000000000000000,100000000000.000000000000000000,0.010000
289,0x5736765dec2def5cdc811326cecb0f359f66a5ad,100000000000000000000000000000,100000000000.000000000000000000,0.010000
290,0x539c82d5cb886c94dd3e2d76dd5c73936c1cf391,100000000000000000000000000000,100000000000.000000000000000000,0.010000
291,0x3ecdd4d5c45a072d23303becb2c2c7d4f30ea3ea,100000000000000000000000000000,100000000000.000000000000000000,0.010000
292,0x94dfcc7a764d9de3d408f34ed23e5aa25c2dfe7f,99776421923000366673102410535,99776421923.000366210937500000,0.009978
293,0xd658a3ad47e1328b4962b66ee3ce93d67a959614,99433214138633939815976674638,99433214138.633941650390625000,0.009943
294,0x787465da4ee367b1f3472f780bdfb4a942a6fdbf,98256056839408357097154759592,98256056839.408355712890625000,0.009826
295,0x3324614199ca2a60487d228a96b9c58aa54a83af,97695149538000000000000000000,97695149538.000000000000000000,0.009770
296,0x1c0f35e93b2aad9fa5fcec346b65a860018d302e,97169280385275557757245004242,97169280385.275558471679687500,0.009717
297,0x4bb9a3326e68bb7828a82ae26891e1b3a4b88921,96857465429920274735986167211,96857465429.920272827148437500,0.009686
298,0x3b26a00ed7f5d00aa7aa79867e63752627f3dfbc,96606221119000000000000000000,96606221119.000000000000000000,0.009661
299,0x6b350724472a6211903c91d580064b092b4aefe9,96340215681414892587677098256,96340215681.414886474609375000,0.009634
300,0x23dcec8f1f81c229693692c3615c5f87ecf57ec6,96268100729677210401128981582,96268100729.677215576171875000,0.009627
301,0x92fe1f51037bd77f417e3bcca9ab5b2d34eb169d,95992123562763842990547772210,95992123562.763839721679687500,0.009599
302,0xbb2ca80bb77025e3e1d9dcea93475561f0b0e785,95751003592000000000000000000,95751003592.000000000000000000,0.009575
303,0x1f658813a5fb6ccf36bebda815de3750a37b275a,95223420524967020053784334316,95223420524.967025756835937500,0.009522
304,0x8760e565273b47195f76a22455ce0b68a11af5b5,93642475886840822565911557527,93642475886.840820312500000000,0.009364
305,0x19fb4b8adf5b28c4b7044a8ebd4c867d64336a5a,93580847562605545970120273188,93580847562.605545043945312500,0.009358
306,0x2170a7405275f4bb7062acafa4606607185b04cc,93267480944870289721211819629,93267480944.870285034179687500,0.009327
307,0xab31dd8b4187898d12499ddf67c1fa594918b983,93065059057026301351585340075,93065059057.026306152343750000,0.009307
308,0x622834737d4a6f1ed137c2da9e9fb39897041991,92936955097249932042998747885,92936955097.249938964843750000,0.009294
309,0xc4262173ad4d7205bbfbcbd795f522dd4b3d25f2,92928121070902135338976881986,92928121070.902130126953125000,0.009293
310,0xd231cf7762ad4cd0ac251bd531751174bad674e3,92713159110000540139993436871,92713159110.000534057617187500,0.009271
311,0x8bb63b97eb49a7f1250133aac6850ecdea8289f8,92504545082117036558764903150,92504545082.117034912109375000,0.009250
312,0x7bcc27ad0e6ae121786ecf32f07269711daa8092,92417347682000000000000000000,92417347682.000000000000000000,0.009242
313,0xda8c83b024162d7dc72ca47e80e1570f4b61585c,92389086078833286820064992616,92389086078.833282470703125000,0.009239
314,0xc765bdfc1516c0310cc66f9b5efab95bc0169cab,92300000000000000000000000000,92300000000.000000000000000000,0.009230
315,0x3772614e0fa3ffcd8bf9117d1460babf467dd41c,91796700000000000000000000000,91796700000.000000000000000000,0.009180
316,0x72b9f0b16af0e151fe5da325c41080e4cdbefd6a,91704242377725001612418348115,91704242377.725006103515625000,0.009170
317,0x70929df2d6241da6740dd28ba5cd0bb4e4e67880,91316462911095269921497882780,91316462911.095275878906250000,0.009132
318,0x5e8073db3c55dfe04c8a40b0de140fd36f82f76a,91219756051122084174381280048,91219756051.122085571289062500,0.009122
319,0xa46b50eca9e5bad5d83193fc2755f0b3cd40c0cb,90461514830237632172893175990,90461514830.237625122070312500,0.009046
320,0xf0754756e71aac7ad2b6497e7006f5e44d68d592,90216573212687192997341576739,90216573212.687194824218750000,0.009022
321,0x180c3f5e13ff2888899bb11fedf8b199933368d6,90091419475758458251730858994,90091419475.758453369140625000,0.009009
322,0xebc4868abd71cd8d12c7ca61f206b354450399f3,89763148976958474721883777229,89763148976.958480834960937500,0.008976
323,0x3ed598b6e8cf3b5cbcb45e028b65bf787758e02d,89683533095000000000000000000,89683533095.000000000000000000,0.008968
324,0xae28e7a9bed40dc0aa0824fd4d060feb5373aeab,89522087043000000000000000000,89522087043.000000000000000000,0.008952
325,0x3893928c0f67490257a93357b054c3336d415dc2,89450844190198996070494879039,89450844190.198989868164062500,0.008945
326,0x7878559ef3807f505704e17c83a305208d68cd88,88797388556819293092100034653,88797388556.819290161132812500,0.008880
327,0xa5e4e567bcfa5144adb23a3372cdc20857cddad8,88742160263000000000000000000,88742160263.000000000000000000,0.008874
328,0x5b301bc0427cb694f835e7a9b3eb9e6113988df5,88599533988137886931947841484,88599533988.137893676757812500,0.008860
329,0xb883fb5cfa9b21a1fd1881f486d461832a2cb9b3,88524506852353727635403126339,88524506852.353729248046875000,0.008852
330,0x20d41a6a1aeae192b59327411b6e8ea9acd2e52c,87667356483153205608523005308,87667356483.153198242187500000,0.008767
331,0x6f29e76ceda80813584384e6efad169a6ef162a3,87306813016006586119090165387,87306813016.006591796875000000,0.008731
332,0xa4b4ec290ab8d51961344133c0379d8aa44dfa1f,87241655124000000000000000000,87241655124.000000000000000000,0.008724
333,0x7941bdcfc9fe7373861a155f1f9e85d3a823bdba,86437781303792491437348321545,86437781303.792495727539062500,0.008644
334,0xbaca135d297d17b584327f7bb436df5d271a2ac1,86053761696763691657786850687,86053761696.763687133789062500,0.008605
335,0x8f2e9810bc0755e6b0e2ff101ca34d0b475e951a,85946633536966809152859444465,85946633536.966812133789062500,0.008595
336,0xf526e47cf70a76cd62b44a230428f8f65c55b55f,85072910383202717448246584602,85072910383.202713012695312500,0.008507
337,0xd05f3a64cbd313371e221ec992e2f77629dc6234,84941262153329604665885276224,84941262153.329605102539062500,0.008494
338,0x00e693b7a70b58b376c9d2e99d35edc6c2ba0795,84459377915185820614276610048,84459377915.185821533203125000,0.008446
339,0x6b865d3e49bba7cc0267e368c1b37026ac8e6a09,84268277915000000000000000000,84268277915.000000000000000000,0.008427
340,0x62cfeabf011d8c87e7396e89e87a67204323a830,83415052717174500451154688015,83415052717.174499511718750000,0.008342
341,0x0c5d25c6aff216048d36e356268a996e98b0ad08,83223857547354822749020845769,83223857547.354827880859375000,0.008322
342,0x9a8d9f18ff1eacfb9b12bb0007d62839f6957a06,82860018183426456754031544427,82860018183.426452636718750000,0.008286
343,0x6d744b527d22ee8d4e2741a22667bec9859f1590,82715766124645492158589903421,82715766124.645492553710937500,0.008272
344,0x07d4b56c9a7529d18f0943cad0679d448c1a188c,81573471033256869731319565480,81573471033.256866455078125000,0.008157
345,0x3fcdb67ff1324e4e380d85902899dc8c7bfe9a6c,81169690276925185851319844127,81169690276.925186157226562500,0.008117
346,0x2ecb2608e07963236e184b3e109d619f5a794a11,80842944525709841162571925041,80842944525.709838867187500000,0.008084
347,0xf604712da5b6852b81773f933be5cf8b2624c9b6,80833254540131393916782416619,80833254540.131393432617187500,0.008083
348,0xc17d8783c968bff1617ec90f8100f014c6ea41be,80000000000000000000000000000,80000000000.000000000000000000,0.008000
349,0x9a610de8150ab922aaa4868b30718aa9ee1e6311,79863160965234063842608405254,79863160965.234069824218750000,0.007986
350,0xb9c554adfb55ab0ea2caf3369c7b489281e549c4,79836471327970653346039126461,79836471327.970657348632812500,0.007984
351,0x14468a1e05ce51f691f08272da4506cc111f9ca9,79204402236669664348447044162,79204402236.669662475585937500,0.007920
352,0x19c1345336d25863de1a25012776d9f6755f6753,78986806291565817170000000000,78986806291.565811157226562500,0.007899
353,0x4838641eb91375fbf9787439195121e79799c8db,78889792797216026172356382788,78889792797.216018676757812500,0.007889
354,0xaed6d24849abd86cbb220a3b5e46a8da43e046b1,78866168398836357148228173309,78866168398.836364746093750000,0.007887
355,0x521b9651bea8e3bff2b7c593056250fc44f79899,78368969540823095333904270131,78368969540.823089599609375000,0.007837
356,0x333be97b1687c10bf0726a82c5973736bc787c08,77324690616000000000000000000,77324690616.000000000000000000,0.007732
357,0xcec6e6eea1e9e7d0a72fb067900e04f6ef4943d1,77097132397846200239576005491,77097132397.846206665039062500,0.007710
358,0xbbb9ef3b3fb0c9cb19cb19ae259bacfc1d8a13cf,76617153339000000000000000000,76617153339.000000000000000000,0.007662
359,0xdf461458a074eb73620187cd52c79f8abdc9249a,76486574427005781395059076937,76486574427.005783081054687500,0.007649
360,0x1cf22bad1d9ba9fb12c00ce558f00cbfc3dc5195,76361489038988762397302586699,76361489038.988769531250000000,0.007636
361,0xeac9914479cb7c050ddbe07d0bb58ea33fcb7fe4,76284758027000000000000000000,76284758027.000000000000000000,0.007628
362,0x13562fb69ca863fe99afe444c8a49f2096353735,74451433820000000000000000000,74451433820.000000000000000000,0.007445
363,0x165bd8838e73fb2423ec5c6e7a40a31af7b4ac57,73750209692000000000000000000,73750209692.000000000000000000,0.007375
364,0xa6e6a6e32b23bb2e171c07340cf353528d31300d,73288871362200733496691791886,73288871362.200729370117187500,0.007329
365,0x5a608f80cce4fa503f2fa1548501b154b688d7fe,72717070462461828251318879949,72717070462.461822509765625000,0.007272
366,0xd09eb47cbf8670c6889224df547f704161e0ac78,72479244865008869393685449375,72479244865.008865356445312500,0.007248
367,0x9cef6e59c214179ef24e30ef50b3e6c15a37d4e4,71857992007932131525859330285,71857992007.932128906250000000,0.007186
368,0x39a793bd41c0744c63b59e9115e2697150be8f0b,71526607756000000000000000000,71526607756.000000000000000000,0.007153
369,0x9346ed57991927bd900f7ec6b7dbfa0ce5164861,71493501235847100775260430920,71493501235.847106933593750000,0.007149
370,0x54dd33c25c6bba3256a0f98280e7ff24f4b1f3d4,71258966967073012826671003546,71258966967.073013305664062500,0.007126
371,0x0144bdc24ce03257a873ff2ef1039eec0a6953ac,71080654658387105322528023568,71080654658.387100219726562500,0.007108
372,0x7c1d984122d65d34660a1ce8e22a4ffec283bb03,70409955498000000000000000000,70409955498.000000000000000000,0.007041
373,0xe00e23c676f8a3c657c91dde36b79393a176bba6,70000000000000000000000000000,70000000000.000000000000000000,0.007000
374,0x7d90b6e17971fae2bd21fd0463ff1f479516fc34,70000000000000000000000000000,70000000000.000000000000000000,0.007000
375,0x3cd6000c6e8138aaab47a91f937ce00d945e74bf,69792203006573120098484497946,69792203006.573120117187500000,0.006979
376,0x7855ecceafcdf4d71a2c7f0ecffd077ae5c17bbf,69295518473590357065589186900,69295518473.590362548828125000,0.006930
377,0xaa00e575c03887ae9afeb99a1702531571bc260d,69179820224000000000000000000,69179820224.000000000000000000,0.006918
